Method,Run,Converged,Iterations,Time_ms,Trans_Error_m,Rot_Error_deg,Final_RMSE,Final_Fitness,Corr_Number,Transform_00,Transform_01,Transform_02,Transform_03,Transform_10,Transform_11,Transform_12,Transform_13,Transform_20,Transform_21,Transform_22,Transform_23,Transform_30,Transform_31,Transform_32,Transform_33,SVD_Sigma_0,SVD_Sigma_1,SVD_Sigma_2,SVD_Sigma_3,SVD_Sigma_4,SVD_Sigma_5,EVD_Lambda_0,EVD_Lambda_1,EVD_Lambda_2,EVD_Lambda_3,EVD_Lambda_4,EVD_Lambda_5,Schur_Rot_Lambda_0,Schur_Rot_Lambda_1,Schur_Rot_Lambda_2,Schur_Trans_Lambda_0,Schur_Trans_Lambda_1,Schur_Trans_Lambda_2,Cond_Full_SVD,Cond_Sub_Rot,Cond_Sub_Trans,Cond_Schur_Rot,Cond_Schur_Trans,Degenerate_Mask_0,Degenerate_Mask_1,Degenerate_Mask_2,Degenerate_Mask_3,Degenerate_Mask_4,Degenerate_Mask_5SuperLoc_Has_Data,SuperLoc_Uncertainty_X,SuperLoc_Uncertainty_Y,SuperLoc_Uncertainty_Z,SuperLoc_Uncertainty_Roll,SuperLoc_Uncertainty_Pitch,SuperLoc_Uncertainty_Yaw,SuperLoc_Cond_Full,SuperLoc_Cond_Rot,SuperLoc_Cond_Trans,SuperLoc_Is_Degenerate
FCN-SR,0,1,2,57.25,0.0172606,0.0659859,0.0316272,0.206824,7562,1,0.000233182,-0.000904054,0.00994007,-0.000233792,1,-0.000674179,0.00995572,0.000903897,0.00067439,0.999999,0.0100003,0,0,0,115.8123,132.492,185.261,16707.8,61785.2,70731.7,15.8123,132.492,185.261,16707.8,61785.2,70731.7,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,4473.2,0.0,0.0,1,1,1,0,0,00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
ME-SR,0,1,2,3.34496,0.014209,0.0550075,0.0317166,0.205766,7562,1,0.000400521,-0.000870915,0.00937294,-0.000400567,1,-5.28298e-05,-0.00125562,0.000870894,5.31786e-05,1,0.010605,0,0,0,117.0237,136.684,187.813,17361.7,63186.9,70437,17.0237,136.684,187.813,17361.7,63186.9,70437,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,4137.58,0.0,0.0,1,0,0,0,0,00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
ME-TReg,0,1,1,1.1829,0.0149877,0.0503002,0.033357,0.205898,7562,1,0.000256714,-0.000804045,0.00938326,-0.000256908,1,-0.000241402,0.00271749,0.000803983,0.000241608,1,0.0113667,0,0,0,115.2963,128.819,179.792,16680.1,60715.7,68461.2,15.2963,128.819,179.792,16680.1,60715.7,68461.2,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,4475.67,0.0,0.0,1,0,0,0,0,00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
ME-TSVD,0,1,2,2.18292,0.0258871,0.0598042,0.0329141,0.205104,7562,1,0.000364551,-0.000591611,0.00882672,-0.00036409,1,0.000778938,-0.00030733,0.000591895,-0.000778722,1,0.0243338,0,0,0,116.8817,134.206,186.192,17506.1,62179.8,69369.5,16.8817,134.206,186.192,17506.1,62179.8,69369.5,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,4109.15,0.0,0.0,1,0,0,0,0,00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
XICP,0,1,2,12.086,3.36984e-06,1.25391e-06,0.0100172,1,7562,1,1.00586e-08,-1.36036e-08,2.27794e-06,-1.00586e-08,1,-1.38822e-08,2.26936e-06,1.36036e-08,1.38822e-08,1,1.00838e-06,0,0,0,11634.56,1681.75,3758.68,47006.3,1.72463e+06,1.78352e+06,1634.56,1681.75,3758.68,47006.3,1.72463e+06,1.78352e+06,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,1091.13,0.0,0.0,0,0,1,0,0,00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
